itemCode,製品名:和名,製造販売元,経済課コード,リスク区分等,成分名
drug-pony:10767993,センパア　ドリンク,大正製薬（株）,133E01A10019,第2類,
drug-pony:10762231,センパア　プチベリー,大正製薬（株）,133C00A10018,第2類,
drug-pony:10767978,センパア　ラムキュア,大正製薬（株）,133C01A10010,第2類,
,ゼナF-I,大正製薬（株）,397E01A01003,第2類,
,ゼナF-Ⅱ,大正製薬（株）,397E00A01005,第2類,
,ゼナF-Ⅱ活力液,大正製薬（株）,397E02A00145,第2類,
,ゼナ キング,大正製薬（株）,317E00A00306,第2類,
,ゼナ ジンジャー,大正製薬（株）,397E02A00029,第2類,
,ゼナジンジャー滋温液,大正製薬（株）,397E00A00205,第2類,
,ゼナ ノンカフェ,大正製薬（株）,397E01A00028,第2類,
,大正胃腸薬K,大正製薬（株）,237B00A01318,第2類,
,大正胃腸薬K〈錠剤〉,大正製薬（株）,237C00A01319,第2類,
,大正胃腸薬S,大正製薬（株）,234B01A00343,第2類,
,大正漢方胃腸薬,大正製薬（株）,237B00A00920,第2類,
,大正漢方胃腸薬アクティブ〈錠剤〉,大正製薬（株）,237C01A00078,第2類,
,大正漢方胃腸薬アクティブ〈微粒〉,大正製薬（株）,237B00A00076,第2類,
,大正漢方胃腸薬「爽和」錠剤,大正製薬（株）,237C00A00462,第2類,
,大正漢方胃腸薬「爽和」微粒,大正製薬（株）,237B00A00458,第2類,
,大正漢方胃腸薬〈錠剤〉,大正製薬（株）,237C00A00921,第2類,
,大正漢方便秘薬,大正製薬（株）,235C00A01996,第2類,
,大正下痢止め〈小児用〉,大正製薬（株）,231B00A00510,第2類,
,大正口内炎チュアブル錠,大正製薬（株）,279C00A00306,第3類,
,大正トンプク,大正製薬（株）,114B00A00043,指定第2類,
,ダマリンL,大正製薬（株）,265N00A01056,第2類,
,ダマリンL液,大正製薬（株）,265M00A00274,第2類,
,ダマリンS,大正製薬（株）,265N00A00234,第2類,
,ダマリングランデX,大正製薬（株）,265N00A00421,指定第2類,
,ダマリングランデX液,大正製薬（株）,265M01A00422,指定第2類,
,ダマリングランデアイススプレー,大正製薬（株）,265L00A00765,指定第2類,
,ダマリングランデパウダースプレー,大正製薬（株）,265L00A00816,指定第2類,
,ダマリンパウダースプレーDX,大正製薬（株）,265L00A00817,指定第2類,
,デリトリーナ,大正製薬（株）,264N02A00206,第2類,
,ナロンエース,大正製薬（株）,114C00A00838,指定第2類,
drug-pony:10768020,ナロンエースR,大正製薬（株）,114C00A01137,指定第2類,
drug-pony:10623642,ナロンエースT,大正製薬（株）,114C00A00165,指定第2類,
,ナロンエースロイヤル頭痛薬,大正製薬（株）,114C04A00023,指定第2類,
,ナロン顆粒,大正製薬（株）,114B00A00032,指定第2類,
,ナロン錠,大正製薬（株）,114C01D00058,指定第2類,
,ナロンメディカル,大正製薬（株）,114C00A00312,指定第2類,
,ニューゼナF-Ⅱ,大正製薬（株）,397E00A00698,第2類,
,ニューゼナF-Ⅲ,大正製薬（株）,397E00A10197,第2類,
,ニューマーレン,大正製薬（株）,263N00A00345,第2類,
,ネオデイ,大正製薬（株）,112C00A00014,指定第2類,
drug-pony:10765397,パブロンSα〈錠〉,大正製薬（株）,118C02A10016,指定第2類,
drug-pony:10765398,パブロンSα〈微粒〉,大正製薬（株）,118B00A10015,指定第2類,
drug-pony:10448237,パブロンSゴールドW錠,大正製薬（株）,118C02A00016,指定第2類,
drug-pony:10448235,パブロンSゴールドW微粒,大正製薬（株）,118B01A00014,指定第2類,
drug-pony:10172567,パブロンSせき止め,大正製薬（株）,224D00A00068,指定第2類,
,パブロンエースAX錠,大正製薬（株）,118C03A00885,指定第2類,
,パブロンエースAX微粒,大正製薬（株）,118B00A00888,指定第2類,
drug-pony:10762300,パブロンエースPro錠,大正製薬（株）,118C00A00407,指定第2類,
drug-pony:10762305,パブロンエースPro微粒,大正製薬（株）,118B00A00404,指定第2類,
,パブロンキッズかぜシロップ,大正製薬（株）,118E04A10016,第2類,
drug-pony:10762298,パブロンキッズかぜ錠,大正製薬（株）,118C01A10015,第2類,
drug-pony:10762295,パブロンキッズかぜ微粒,大正製薬（株）,118B05A10014,第2類,
drug-pony:10448234,パブロンゴールドA〈錠〉,大正製薬（株）,118C10A10002,指定第2類,
drug-pony:10448232,パブロンゴールドA〈微粒〉,大正製薬（株）,118B08A10003,指定第2類,
,パブロン点鼻,大正製薬（株）,132M00A04543,第2類,
drug-pony:10768799,パブロン点鼻EX,大正製薬（株）,132M03A10001,第2類,
,パブロン点鼻クイックJL,大正製薬（株）,132M01A00230,第2類,
drug-pony:10764732,パブロン鼻炎アタックJL〈季節性アレルギー専用〉,大正製薬（株）,132M00A00088,指定第2類,
,パブロン鼻炎アタック〈季節性アレルギー専用〉,大正製薬（株）,132M00A00390,指定第2類,
drug-pony:10652341,パブロン鼻炎カプセルSα,大正製薬（株）,132D00A00361,指定第2類,
drug-pony:10768025,パブロン鼻炎カプセルSα小児用,大正製薬（株）,132D00A00360,指定第2類,
,パブロン鼻炎カプセルZ,大正製薬（株）,132D00A10307,第2類,
,パブロン鼻炎速溶錠,大正製薬（株）,132C00A10027,指定第2類,
drug-pony:10764740,パブロン鼻炎速溶錠EX,大正製薬（株）,132C02A10009,指定第2類,
drug-pony:10762277,パブロンメディカルC,大正製薬（株）,118C05A10008,指定第2類,
drug-pony:10762283,パブロンメディカルN,大正製薬（株）,118C01A00080,指定第2類,
drug-pony:10762292,パブロンメディカルT,大正製薬（株）,118C00A00078,指定第2類,
,ビノロン,大正製薬（株）,317C00A00591,第3類,
drug-pony:10759769,ピタリット,大正製薬（株）,231C00A00473,指定第2類,
,プリザS坐剤,大正製薬（株）,255Q03A10001,指定第2類,
,プリザS軟膏,大正製薬（株）,255N00A00667,指定第2類,
,プリザエース坐剤T,大正製薬（株）,255Q01A10002,指定第2類,
,プリザエース軟膏,大正製薬（株）,255M00A00039,指定第2類,
,プリザクールジェル,大正製薬（株）,255M00A10072,第2類,
,ヘルペシアクリーム,大正製薬（株）,625N00A00278,第1類,
,メディトリート,大正製薬（株）,265Q00A00424,第1類,
,メディトリートクリーム,大正製薬（株）,265N00A00006,第1類,
,メモリーケア,大正製薬（株）,590C01A00247,第3類,
,リアップ,大正製薬（株）,267M00A00096,第1類,
,リアップX5プラスローション,大正製薬（株）,267M00A00248,第1類,
,リアップジェット,大正製薬（株）,267L00A00430,第1類,
,リアッププラス,大正製薬（株）,267M00A00067,第1類,
,リアップリジェンヌ,大正製薬（株）,267M01A00433,第1類,
,リポビタンDⅡα,大正製薬（株）,397E00A10249,第2類,
,リポビタンD　PRO,大正製薬（株）,397E00A10251,第2類,
,リポビタンDロイヤル,大正製薬（株）,397E00A00458,第3類,
,リポビタンJr.,大正製薬（株）,397E01A00557,第3類,
,リポビタンゴールドS,大正製薬（株）,397E00A00705,第2類,
,リポビタンゴールドX,大正製薬（株）,397E00A00579,第3類,
,リポビタンゴールドα,大正製薬（株）,397E00A00706,第2類,
,リポビタンゴールドエース,大正製薬（株）,397E00A00524,第2類,
,レビオ,大正製薬（株）,269M00A00332,第3類,
,アンモニア水「タイセイ」P,大成薬品工業（株）,264M00A01109,第3類,
,オキシドール「タイセイ」P,大成薬品工業（株）,261M00A01112,第3類,
,オリブ油「タイセイ」P,大成薬品工業（株）,712M06A00000,第3類,
,希ヨードチンキ「タイセイ」P,大成薬品工業（株）,261M00A01118,第3類,
,クレゾール石ケン液「タイセイ」P,大成薬品工業（株）,261M00A01115,第2類,
,消毒用エタノール「タイセイ」P,大成薬品工業（株）,261M00A01110,第3類,
,精製水,大成薬品工業（株）,71311370K008,第3類,
,炭酸水素ナトリウム「タイセイ」P,大成薬品工業（株）,234B00A03700,第3類,
,複方ヨードグリセリン「タイセイ」P,大成薬品工業（株）,239M00A01117,第2類,
,ベンザルコニウム塩化物液10w／v％「タイセイ」P,大成薬品工業（株）,261M00A01111,第3類,
,ホウ酸「タイセイ」P,大成薬品工業（株）,261Z00A00225,第3類,
,エキバンA,タイヘイ薬品（株）,799Z00A05069,第3類,
,ソルマックEX2,大鵬薬品工業（株）,237E00A10026,第2類,
,ソルマックプラス,大鵬薬品工業（株）,237E01A10010,第2類,
,大鵬かぜ内服液銀翹散,大鵬薬品工業（株）,590E01A00274,第2類,
,チオビタゴールド,大鵬薬品工業（株）,329E00A01016,第2類,
,チオビタゴールド2000,大鵬薬品工業（株）,317E00A00219,第2類,
,チオビタドリンク1000,大鵬薬品工業（株）,317E00A00125,第3類,
,チオビタドリンクアイビタス,大鵬薬品工業（株）,317E01A00677,第3類,
,チオビタドリンクアイビタスゼロ,大鵬薬品工業（株）,317E01A00125,第3類,
,ハルンケア顆粒,大鵬薬品工業（株）,259B00A00193,指定第2類,
,ハルンケア内服液,大鵬薬品工業（株）,259E00A00440,指定第2類,
,AZのどスプレータイヨー,大洋製薬（株）,279M01A00271,第3類,
,アクリノール液大洋,大洋製薬（株）,262M00A00978,第3類,
,泡ジーケア,大洋製薬（株）,261M00A00101,第3類,
,イージーガーグル,大洋製薬（株）,226M00A00143,第3類,
,オキシドール(販売名:オキシドール,大洋製薬（株）,261M00A01309,第3類,
,「TOX」),,,,
,オリブ油(販売名:オリブ油「TOO」),大洋製薬（株）,269M00A00000,第3類,
,希ヨードチンキ,大洋製薬（株）,261M00A00471,第3類,
,コサジン・ガーグル「TY」,大洋製薬（株）,226M00A00144,第3類,
,サニアクリーン,大洋製薬（株）,261M00A01132,第2類,
,新ホルム散,大洋製薬（株）,261Z00A00094,第3類,
,スキネード,大洋製薬（株）,261M00D00590,第2類,
,スキネード射泡,大洋製薬（株）,261M00A00381,第2類,
,精製水,大洋製薬（株）,713M00A00000,第3類,
,セピーAZうがい薬,大洋製薬（株）,226Z00A00336,第3類,
,セピーAZのどスプレークール,大洋製薬（株）,231M00A00493,第3類,
,セピーAZ鼻炎スプレー,大洋製薬（株）,132M01A10038,第2類,
,タイヨーAZうがい薬,大洋製薬（株）,226M00A00272,第3類,
,タイヨー鼻炎スプレーAG,大洋製薬（株）,132M00A00553,第2類,
,タイヨー鼻炎スプレーアルファ,大洋製薬（株）,132M00A10030,第2類,
,炭酸水素ナトリウム(販売名:炭酸水素ナトリウム「TJ500」),大洋製薬（株）,234B00A00668,第3類,
,炭酸水素ナトリウム3g×15包(販売名:炭酸水素ナトリウム「TJ」),大洋製薬（株）,234B00A01816,第3類,
,白色ワセリン,大洋製薬（株）,269N00A00000,第3類,
,フットロック,大洋製薬（株）,617M00A00225,指定第2類,
,青ぐすり「錠剤」,太陽堂製薬（株）,231C00D01523,第2類,
,胃腸薬青ぐすり,太陽堂製薬（株）,233B00D01498,第3類,
,カゼロンゴールド顆粒,太陽堂製薬（株）,118B00D00021,指定第2類,
,解熱赤ぐす里,太陽堂製薬（株）,114B02D00057,指定第2類,
,サッチール点鼻薬,太陽堂製薬（株）,441M00D00011,第2類,
,蔘茸六神丸,太陽堂製薬（株）,211R00D00982,第2類,
,招ふく,太陽堂製薬（株）,235R00D00329,指定第2類,
,セキドメ「タイヨー」,太陽堂製薬（株）,224C00D01492,指定第2類,
,トーチン,太陽堂製薬（株）,114B01D00071,指定第2類,
,トーチンカプセル,太陽堂製薬（株）,114D00D00023,指定第2類,
,フレッシュ「タイヨー」,太陽堂製薬（株）,441M00D00010,第2類,
,VCピュア2000,大和製薬（株）・富,314C01A10075,第3類,
,アロエ錠スルー,大和製薬（株）・富,235C01D10027,第3類,
,クムメル軟膏,大和製薬（株）・富,263N00A00914,第3類,
,新アスベンタイワ,大和製薬（株）・富,235C00A01312,指定第2類,
,錠剤の百草,大和製薬（株）・富,231C00A03506,第2類,
,タイワクムメルシエキ,大和製薬（株）・富,263M00A00143,第2類,
,タイワケシノールシロップ,大和製薬（株）・富,224E00A03322,指定第2類,
,ナナ顆粒,大和製薬（株）・富,118B00A01257,指定第2類,
,ヒフケス,大和製薬（株）・富,265N00A03583,第2類,
,ヒフケスU,大和製薬（株）・富,265N00A10002,第2類,
,リョウシンJV錠,大和製薬（株）・富,313C01A10020,第3類,
,アベシデリンE,高市製薬（株）,224C00A00391,指定第2類,
,カフェロップ,高市製薬（株）,119C00A00444,第3類,
,キットミン,高市製薬（株）,114B00B10004,指定第2類,
,クミアイ新のどあめ,高市製薬（株）,279C00A00448,指定第2類,
,クリームポピーS,高市製薬（株）,264N00D00571,第2類,
,コフトせき止め,高市製薬（株）,224C01A10020,指定第2類,
,十効丸,高市製薬（株）,231R00B01431,第3類,
,トラベルミン チュロップぶどう味,高市製薬（株）,133C00A10019,第2類,
,トラベルミン チュロップレモン味,高市製薬（株）,133C01A10020,第2類,
,ネオノース,高市製薬（株）,114B00B10005,指定第2類,
,ノーピタS,高市製薬（株）,114B00B00093,指定第2類,
,ノドカクサンEH,高市製薬（株）,224C00A00406,指定第2類,
,ノドロップコフ,高市製薬（株）,224C00B00029,第2類,
,ハイオロベリン軟膏,高市製薬（株）,263N00B06407,第3類,
,ハイポピーS,高市製薬（株）,264N00A00103,第2類,
,パワーゲンE300,高市製薬（株）,315D00D00138,第3類,
,フクヤノーカツA,高市製薬（株）,114B00B00008,指定第2類,
,ペラックスイートパインS,高市製薬（株）,224C00A10038,指定第2類,
,ペラックスイートブルーベリーS,高市製薬（株）,224C00A00117,指定第2類,
,ペラックスイートライムS,高市製薬（株）,224C00A00115,指定第2類,
,ルルメディカルドロップG,高市製薬（株）,224C03A10018,指定第2類,
,ルルメディカルドロップH,高市製薬（株）,224C01A10019,指定第2類,
,ルルメディカルドロップO,高市製薬（株）,224C01A10017,指定第2類,
,ヴイメディカルドロップAZ,高市製薬（株）,279C00A00704,第3類,
,高砂ウワウルシ,高砂薬業（株）,510G00A02158,第2類,
,高砂オウバク末,高砂薬業（株）,510G00A02159,第3類,
,高砂オウレン,高砂薬業（株）,510G00A02160,第2類,
,高砂オウレン末,高砂薬業（株）,510G00A02161,第2類,
,高砂カゴソウ,高砂薬業（株）,510G00A02162,第3類,
,高砂カンゾウ,高砂薬業（株）,510G00A02163,第2類,
,高砂カンゾウ末,高砂薬業（株）,510G00A02164,第2類,
